   1.53014098E-05   0.00000000       1.69497909E-07   0.00000000      -5.08536324E-08  -2.68013963E-07  -1.92189618E-05   2.64883511E-06   1.17574697E-08   7.60605928E-07   1.27728825E-07   6.89168019E-07  -1.74248996E-07  -4.63904577E-08   4.26468603E-08   2.88194162E-08   1.11450859E-07   6.76781781E-07   4.54892586E-08  -1.30733000E-07  -4.81069407E-08   4.58064653E-09  -1.78080086E-07  -6.46469118E-07   5.79931552E-08   3.67929722E-08   1.74589250E-08   2.70849316E-08   6.15535356E-08   2.32231599E-07  -2.10065760E-08   2.33990516E-09  -1.44115928E-08   2.65890154E-09  -7.72700304E-09  -2.16365649E-07   3.90142052E-09  -2.50406584E-10   9.84047177E-10  -7.95753907E-10   1.53642610E-09   6.86012456E-08  -9.49761336E-09  -1.27807676E-08  -5.85006132E-09  -8.21206836E-09  -1.18560370E-08  -5.40030030E-08   1.56259970E-11  -3.85962123E-10  -8.12551804E-10  -2.77048939E-09   4.08580725E-09   1.84316438E-08  -1.05316633E-09   2.15412244E-09  -6.62485233E-10  -9.53405244E-10  -8.66189009E-10  -4.47909310E-09  -1.90637145E-10  -1.03912878E-09  -1.32039671E-10  -9.16074050E-10   3.52756879E-10   2.43960874E-09  -2.28196004E-10   7.88530699E-11  -1.24253316E-10   1.26642807E-10  -4.67742067E-10  -1.18638022E-09
   1.69497909E-07  -0.00000000       1.51056893E-05  -0.00000000      -2.93600753E-08  -1.54738004E-07   1.17574697E-08   7.60605928E-07  -1.92325388E-05   1.52596749E-06   7.37443386E-08   4.26084341E-07   4.26468603E-08   2.88198070E-08  -2.23493544E-07   3.40490480E-08   6.43459046E-08   4.11202024E-07  -4.81069407E-08   4.58064653E-09   1.01038260E-07  -1.36022734E-07  -1.02814241E-07  -3.73239061E-07   1.74589250E-08   2.70849316E-08   3.78332743E-08   5.51793011E-09   3.55378127E-08   1.34078860E-07  -1.44115928E-08   2.65890154E-09  -4.36559278E-09  -7.30585592E-10  -4.46117188E-09  -1.24918785E-07   9.84047177E-10  -7.95753907E-10   2.76541079E-09   6.68011313E-10   8.87166007E-10   3.96068245E-08  -5.85006132E-09  -8.21206836E-09  -2.74253353E-09  -3.29808914E-09  -6.84468482E-09  -3.11786224E-08  -8.12551804E-10  -2.77048939E-09   9.53967128E-10   2.81307000E-09   2.35874409E-09   1.06416937E-08  -6.62485233E-10  -9.53405244E-10  -2.88530533E-10  -4.71923667E-10  -5.00000097E-10  -6.67562894E-09  -1.32039671E-10  -9.16074050E-10  -3.82836922E-11   4.92218932E-10   2.03528597E-10   2.54195909E-09  -1.24253316E-10   1.26642807E-10  -8.48267845E-11  -6.75030032E-11  -2.70012013E-10  -6.85185353E-10
  -5.08536324E-08   2.68013963E-07  -2.93600753E-08   1.54738004E-07   2.40914414E-05  -0.00000000       6.34713402E-08   9.40627487E-08   3.66451722E-08  -1.70669101E-09  -1.60855416E-05   1.62574656E-06   4.82089355E-08   3.98340660E-07   2.78334156E-08   2.66857626E-07  -2.42972328E-06   2.66115791E-07  -2.87616562E-08  -1.63323207E-07  -1.66057390E-08  -9.42945277E-08   2.49833988E-07  -3.34617773E-08   1.29430138E-08   5.80841721E-08   7.47274242E-09   3.35349526E-08  -6.09476729E-07   1.51147930E-07  -1.05495845E-09  -5.27365707E-08  -6.08721740E-10  -3.04474419E-08   8.24491849E-07  -6.57108867E-10   1.48642287E-09   1.09999201E-08   8.58257854E-10   6.35079545E-09  -5.05662342E-07   1.43368525E-10  -4.19295221E-09  -1.75310664E-08  -2.42055020E-09  -1.01212692E-08   7.95481071E-07  -2.33590256E-07   6.84418688E-10   5.70739511E-10   3.94947075E-10   3.29708510E-10  -5.12062741E-07   1.58426133E-07  -6.02748018E-10  -3.82855569E-09  -3.48267720E-10  -2.36200770E-09   8.06343053E-07  -6.59492372E-08   9.76624753E-11  -5.16439225E-10   5.66442379E-11  -9.28184196E-10  -5.49081506E-07   4.41934418E-08  -1.70250938E-10  -4.86857943E-10  -9.79689663E-11  -2.81362100E-10   7.89757678E-07  -5.85424278E-11
  -1.92189618E-05  -2.64883511E-06   1.17574697E-08  -7.60605928E-07   6.34713402E-08  -9.40627487E-08   3.52912757E-05  -0.00000000       3.14533992E-07  -0.00000000      -1.98929690E-08  -6.35444167E-07  -2.78590869E-06  -2.16045457E-08  -6.35107682E-08  -3.60758747E-08  -5.60991786E-09  -5.65396192E-07  -2.01729534E-07   1.88008983E-07   6.94787801E-08   1.29700297E-07   1.52893691E-07   1.10688393E-06  -3.23684077E-07   1.09313048E-08  -1.29790951E-08   2.87204376E-08  -3.93309527E-08  -2.94095059E-07  -4.49708857E-08   4.73057504E-08   2.39936053E-08  -3.02345384E-08  -2.14303650E-08   3.43023800E-07  -4.61971439E-08  -4.13859125E-09  -4.95340613E-09   2.51726462E-08   7.60513963E-09  -1.04466572E-07   1.45180215E-08   9.11658393E-09   5.29273381E-09  -5.65630121E-09   1.81208097E-08   1.16092110E-07  -2.10394324E-09   2.53464827E-09   5.22700272E-10   6.36738529E-09  -6.12963102E-09  -3.90460073E-08   1.99139816E-09  -1.55931945E-09   1.78129633E-09  -2.51299803E-09   3.19628524E-09   1.85857729E-08  -1.32616515E-10   1.41397882E-09   2.64635674E-10   2.29211516E-09  -9.78494841E-10  -7.53942864E-09   5.23427079E-10  -3.21546845E-10   3.87317789E-10  -1.33094813E-09   1.17108823E-09  -7.52711948E-10
   1.17574697E-08  -7.60605928E-07  -1.92325388E-05  -1.52596749E-06   3.66451722E-08   1.70669101E-09   3.14533992E-07   0.00000000       3.49280817E-05   0.00000000      -1.14852510E-08  -3.66873991E-07  -6.35107682E-08  -3.60758747E-08  -2.71257295E-06   2.00525729E-08  -3.23894933E-09  -3.26431376E-07   6.94787801E-08   1.29700297E-07  -2.81956375E-07  -3.88825043E-08   8.82737439E-08   6.33341301E-07  -1.29784983E-08   2.87204376E-08  -3.08697793E-07   5.17801801E-09  -2.27078907E-08  -1.63492871E-07   2.39936053E-08  -3.02345384E-08  -7.26759808E-08  -4.58441747E-08  -1.23731585E-08   2.08139454E-07  -4.95340613E-09   2.51726462E-08  -4.04773104E-08  -5.30705035E-09   4.39068204E-09  -7.11523427E-08   5.29273381E-09  -5.65630121E-09   8.40771897E-09   2.97065439E-09   1.04621476E-08   6.11779427E-08   5.22700272E-10   6.36738529E-09  -2.70728862E-09  -1.18518539E-09  -3.53882990E-09  -2.14719282E-08   1.78129633E-09  -2.51299803E-09  -6.48574597E-11   1.34282341E-09   1.84524029E-09   1.07307123E-08   2.64635674E-10   2.29211516E-09  -4.37873460E-10  -1.23297517E-09  -5.65113623E-10  -4.35304770E-09   3.87317789E-10  -1.33094813E-09   7.58192814E-11   1.93658894E-10   6.75979162E-10   3.02272296E-09
   1.27728825E-07  -6.89168019E-07   7.37443386E-08  -4.26084341E-07  -1.60855416E-05  -1.62574656E-06  -1.98929690E-08   6.35444167E-07  -1.14852510E-08   3.66873991E-07   5.08566991E-05  -0.00000000       2.52049048E-08  -5.22673986E-07   1.45519756E-08  -3.01765880E-07  -1.39358226E-05   3.00477976E-10   5.09523836E-08   5.39162784E-07   2.94169684E-08   2.91542506E-07  -2.38885923E-06   1.45105318E-07  -1.48028712E-09  -1.24628457E-07  -8.54241511E-10  -6.07509136E-08   1.10751637E-06  -8.78405189E-08  -1.97203214E-08   1.66583192E-07  -1.13856817E-08   9.31636350E-08  -1.40028988E-06  -1.56678254E-07   3.75926001E-09  -1.02192379E-08   2.17025131E-09  -1.72951058E-08   8.46735020E-07   8.41404031E-08   1.30993794E-09   4.50366535E-08   7.56365803E-10   2.06539035E-08  -1.36085475E-06   1.81879500E-07  -6.71445843E-10  -1.05734796E-10  -3.87694238E-10   1.11350085E-09   8.76702700E-07  -1.28070511E-07  -6.43093689E-10   9.93506699E-09  -3.70875025E-10   5.73577452E-09  -1.33030323E-06   5.75495727E-11  -5.93190108E-10   2.22819638E-10  -3.42293999E-10   1.29032285E-10   9.05304887E-07   1.79211524E-11  -3.92798676E-11   1.21310850E-09  -2.28371332E-11   1.65797587E-09  -1.30184446E-06  -1.03067634E-07
  -1.74248996E-07   4.63904577E-08   4.26468603E-08  -2.88198070E-08   4.82089355E-08  -3.98340660E-07  -2.78590869E-06   2.16045457E-08  -6.35107682E-08   3.60758747E-08   2.52049048E-08   5.22673986E-07   1.53690398E-05   0.00000000       1.72069562E-07   0.00000000      -5.09927034E-08  -2.85234592E-07  -1.93620399E-05   2.36444134E-06   1.35065745E-08   8.40383677E-07   1.21738381E-07   6.63579044E-07  -1.53336345E-07   9.64127906E-08   4.32734630E-08   1.58564795E-09   1.13362702E-07   7.03676108E-07   9.02975117E-08  -5.29522239E-08  -4.93662000E-08   7.87455434E-08   3.13506661E-08  -6.13147733E-07   5.42081473E-08   1.06518510E-08   1.06022391E-08  -4.20143991E-08  -1.29621549E-08   1.97232097E-07  -3.03345367E-08  -1.78076505E-08  -1.06857856E-08   1.38673864E-08  -3.53094478E-08  -2.34192996E-07   3.30880479E-09  -2.18490492E-09  -5.44175316E-10  -1.05143432E-08   1.19503722E-08   7.78616069E-08  -5.12664400E-09   3.22520988E-09  -3.73596265E-09   5.28315525E-09  -5.06571185E-09  -4.07700220E-08  -4.60185612E-10  -2.60094724E-09  -5.44956635E-10  -4.19206403E-09   1.57900693E-09   1.60295368E-08  -1.21565147E-09   3.36917633E-10  -7.36559314E-10   2.43309506E-09  -2.15949858E-09   6.92951196E-10
   4.26468603E-08  -2.88194162E-08  -2.23493544E-07  -3.40490480E-08   2.78334156E-08  -2.66857626E-07  -6.35107682E-08   3.60758747E-08  -2.71257295E-06  -2.00525729E-08   1.45519756E-08   3.01765880E-07   1.72069562E-07  -0.00000000       1.51703516E-05   0.00000000      -2.94405496E-08  -1.64680429E-07   1.35065745E-08   8.40383677E-07  -1.93776377E-05   1.51916822E-06   7.02861556E-08   3.68712136E-07   4.32734630E-08   1.58564795E-09  -2.03303983E-07   3.38548922E-08   6.54502657E-08   3.95349815E-07  -4.93662000E-08   7.87455434E-08   1.47300511E-07   5.80495971E-08   1.81003639E-08  -4.28844203E-07   1.06022391E-08  -4.20140083E-08   4.19655670E-08  -2.57008592E-09  -7.48368034E-09   1.52212053E-07  -1.06857856E-08   1.38673864E-08  -1.79958217E-08  -6.39068265E-09  -2.03859063E-08  -1.31216282E-07  -5.44175316E-10  -1.05143432E-08   3.93736066E-09   1.10592990E-09   6.89926827E-09   4.46559731E-08  -3.73596265E-09   5.28315525E-09  -8.12425516E-10  -2.87515012E-09  -2.92473179E-09  -2.35388349E-08  -5.44956635E-10  -4.19206403E-09   1.68760755E-10   2.23959584E-09   9.11776932E-10   9.25449672E-09  -7.36559314E-10   2.43309506E-09  -3.64994118E-10  -6.19474472E-10  -1.24671473E-09  -5.91099303E-09
   1.11450859E-07  -6.76781781E-07   6.43459046E-08  -4.11202024E-07  -2.42972328E-06  -2.66115791E-07  -5.60991786E-09   5.65396192E-07  -3.23894933E-09   3.26431376E-07  -1.39358226E-05  -3.00477976E-10  -5.09927034E-08   2.85234592E-07  -2.94405496E-08   1.64680429E-07   2.46553464E-05   0.00000000       6.36218829E-08   6.07903345E-08   3.67329811E-08   6.50077823E-08  -1.60872114E-05   1.82153337E-06   4.89917973E-08   4.22380850E-07   2.82853971E-08   2.24437755E-07  -2.52919199E-06   2.32341762E-07   2.27610570E-08  -1.53211502E-07   1.31409825E-08  -1.05925352E-07   2.71934340E-07   4.00961859E-08  -9.05135855E-10   5.17751779E-08  -5.22689614E-10   3.31575833E-08  -6.10847167E-07  -6.23973406E-08  -7.21206872E-09  -4.87210414E-08  -4.16368096E-09  -2.91666726E-08   9.02815657E-07  -1.20100395E-07   3.09082204E-09   6.01874328E-09   1.78448889E-09   7.16569160E-09  -5.78463471E-07   8.30709226E-08  -6.41577236E-10  -1.53172088E-08  -3.70370457E-10  -8.84349038E-09   8.70288147E-07  -5.42413559E-10   1.06999010E-09  -1.58447611E-09   6.17617513E-10  -9.14902099E-10  -5.89187607E-07   1.60166463E-10  -3.70370436E-11  -2.72998868E-09  -2.15053825E-11  -2.83213941E-09   8.46137027E-07   6.40997797E-08
   4.54892586E-08   1.30733000E-07  -4.81069407E-08  -4.58064653E-09  -2.87616562E-08   1.63323207E-07  -2.01729534E-07  -1.88008983E-07   6.94787801E-08  -1.29700297E-07   5.09523836E-08  -5.39162784E-07  -1.93620399E-05  -2.36444134E-06   1.35065745E-08  -8.40383677E-07   6.36218829E-08  -6.07903345E-08   3.57915342E-05  -0.00000000       3.15470345E-07   0.00000000      -1.98518642E-08  -5.95688334E-07  -2.84246903E-06  -2.09044266E-08  -6.55149535E-08  -3.47969014E-08  -5.04181763E-09  -5.82340078E-07  -3.69774284E-07  -1.28093475E-07   4.10218846E-08   1.04432381E-07  -1.99179084E-07   1.11375959E-06  -3.14016205E-07   1.56822022E-08  -3.47694247E-08   8.46218882E-08   5.58393225E-08  -3.04777870E-07   3.50641365E-08  -2.19044640E-08   2.42448142E-08  -3.62461847E-08   1.92115088E-08   3.62185972E-07  -1.05244942E-08   1.66164913E-08  -3.07347747E-09   2.70848322E-08  -5.92353810E-09  -1.21894303E-07   4.15818491E-09  -2.21629808E-08   7.04114500E-09  -1.03625775E-08  -1.28344690E-09   9.85148247E-08  -1.57347713E-09   7.16009740E-09  -7.28196115E-10   9.62306146E-09   6.36798225E-10  -3.43877034E-08   3.56624663E-09  -7.03475056E-09   3.43561823E-09  -7.57005303E-09   5.80063197E-09   3.60735375E-09
