    0.000000         0.000000e+00
    1.097371         1.008201e+03
    2.194741         2.169904e+03
    3.292112         3.695460e+03
    4.389483         5.963274e+03
    5.486854         9.857011e+03
    6.584224         1.818161e+04
    7.681595         4.322273e+04
    8.778966         9.066652e+04
    9.876336         4.107283e+04
   10.973707         2.241407e+04
   12.071078         1.751313e+04
   13.168449         1.560162e+04
   14.265819         1.445516e+04
   15.363190         1.353858e+04
   16.460561         1.271922e+04
   17.557931         1.196719e+04
   18.655302         1.127701e+04
   19.752673         1.064756e+04
   20.850044         1.007776e+04
   21.947414         9.566272e+03
   23.044785         9.111942e+03
   24.142156         8.714194e+03
   25.239527         8.373299e+03
   26.336897         8.090488e+03
   27.434268         7.867975e+03
   28.531639         7.708878e+03
   29.629009         7.617028e+03
   30.726380         7.596620e+03
   31.823751         7.651646e+03
   32.921122         7.785028e+03
   34.018492         7.997398e+03
   35.115863         8.285552e+03
   36.213234         8.640718e+03
   37.310604         9.047040e+03
   38.407975         9.480921e+03
   39.505346         9.911968e+03
   40.602717         1.030606e+04
   41.700087         1.063034e+04
   42.797458         1.085891e+04
   43.894829         1.097740e+04
   44.992199         1.098488e+04
   46.089570         1.089250e+04
   47.186941         1.071987e+04
   48.284312         1.049050e+04
   49.381682         1.022787e+04
   50.479053         9.952728e+03
   51.576424         9.681733e+03
   52.673794         9.427325e+03
   53.771165         9.198296e+03
   54.868536         9.000871e+03
   55.965907         8.840118e+03
   57.063277         8.721680e+03
   58.160648         8.653991e+03
   59.258019         8.651406e+03
   60.355389         8.739218e+03
   61.452760         8.962792e+03
   62.550131         9.406134e+03
   63.647502         1.023354e+04
   64.744872         1.179209e+04
   65.842243         1.488528e+04
   66.939614         2.149114e+04
   68.036984         3.535632e+04
   69.134355         4.900685e+04
   70.231726         3.662926e+04
   71.329097         2.186878e+04
   72.426467         1.454457e+04
   73.523838         1.097128e+04
   74.621209         9.040966e+03
   75.718580         7.893543e+03
   76.815950         7.155602e+03
   77.913321         6.658448e+03
   79.010692         6.313285e+03
   80.108062         6.063494e+03
   81.205433         5.880441e+03
   82.302804         5.745616e+03
   83.400175         5.646654e+03
   84.497545         5.574975e+03
   85.594916         5.524398e+03
   86.692287         5.490311e+03
   87.789657         5.469171e+03
   88.887028         5.458180e+03
   89.984399         5.455085e+03
   91.081770         5.458037e+03
   92.179140         5.465503e+03
   93.276511         5.476200e+03
   94.373882         5.489052e+03
   95.471252         5.503156e+03
   96.568623         5.517759e+03
   97.665994         5.532240e+03
   98.763365         5.546095e+03
   99.860735         5.558923e+03
  100.958106         5.570422e+03
  102.055477         5.580370e+03
  103.152847         5.588628e+03
  104.250218         5.595121e+03
  105.347589         5.599839e+03
  106.444960         5.602823e+03
  107.542330         5.604159e+03
  108.639701         5.603971e+03
  109.737072         5.602411e+03
  110.834442         5.599652e+03
  111.931813         5.595880e+03
  113.029184         5.591284e+03
  114.126555         5.586049e+03
  115.223925         5.580348e+03
  116.321296         5.574334e+03
  117.418667         5.568133e+03
  118.516037         5.561834e+03
  119.613408         5.555485e+03
  120.710779         5.549085e+03
  121.808150         5.542575e+03
  122.905520         5.535830e+03
  124.002891         5.528653e+03
  125.100262         5.520758e+03
  126.197633         5.511762e+03
  127.295003         5.501156e+03
  128.392374         5.488282e+03
  129.489745         5.472284e+03
