   1.06428260E-07   0.00000000       3.59299657E-09   5.19287391E-12   3.53178353E-09   1.84825399E-08  -4.39798633E-08  -3.86381283E-09   9.60052260E-10  -5.02449915E-10  -1.53954538E-08   6.14027442E-08  -5.56050068E-08  -2.42819258E-08   2.32961295E-09  -1.13525251E-08   1.14593854E-08  -2.13929674E-08  -9.83674386E-09   1.81607263E-09   8.66331062E-10   9.20927057E-10  -1.13760450E-08  -1.53668562E-08  -9.46299927E-09  -3.19441606E-09   9.34473277E-10  -5.42708589E-09   4.16731982E-09   1.61828262E-09  -3.03727732E-09   5.57750379E-09   4.96671246E-11   3.40087092E-09  -2.97016989E-09  -1.26181039E-08  -1.26522093E-09   1.95721217E-09   4.33393321E-10   1.01554865E-09   1.03141662E-09   2.97127323E-09  -1.24698596E-09   8.15147450E-10  -2.77908391E-10   1.12376597E-09   1.57342417E-10  -3.65451447E-09  -1.85704577E-10  -5.02319741E-10   1.11323561E-10  -2.40498593E-10  -2.95044648E-11   1.20918719E-09   1.02367342E-11   4.77714292E-11  -6.82448958E-11   3.98095272E-11  -2.40752862E-10  -1.59693059E-09   2.70250974E-11  -4.63641590E-11   3.47111337E-12  -2.85127182E-11   9.91746685E-11   6.26535990E-10  -1.13362361E-10   2.80562379E-11  -2.42648540E-11   7.46902540E-11  -2.54022688E-11  -2.05492984E-10   1.22232793E-10  -3.81326581E-10   7.01660813E-11  -2.20663640E-10  -7.90917956E-11   3.96698674E-10  -8.72018169E-12  -5.93730620E-10   3.98095272E-11  -3.40087070E-10  -3.26058971E-11  -1.01609075E-10
   3.59299657E-09  -5.19287391E-12   1.02306068E-07   0.00000000       2.04945438E-09   1.06656914E-08   9.61468460E-10  -5.02449915E-10  -4.50911415E-08  -3.27985061E-09  -8.90624996E-09   3.54481315E-08   2.32539810E-09  -1.13408714E-08  -5.83357824E-08  -1.11997958E-08   6.61321486E-09  -1.23492301E-08   8.63677130E-10   9.12965092E-10  -1.08479057E-08  -8.91733354E-09  -6.56819266E-09  -2.88160305E-08   9.38440325E-10  -5.43154899E-09  -1.05772271E-08   3.08581982E-09   2.41044029E-09   9.34721300E-10   4.96671246E-11   3.38532624E-09  -3.10438475E-09   1.67351666E-09  -1.70536418E-09  -7.28552241E-09   4.28186653E-10   9.94721971E-10  -1.71423420E-09   8.13232259E-10   5.94056249E-10   1.71373826E-09  -2.76012713E-10   1.10442999E-09  -9.37609101E-10   9.85759668E-11   8.64435398E-11  -2.30061148E-09   1.06612774E-10  -2.29589375E-10  -2.99011621E-10  -2.41490328E-10  -1.73555666E-11   6.97693847E-10  -7.39319786E-11   2.88145133E-11   9.85759668E-11   2.00943324E-11  -1.38006356E-10  -9.22064425E-10   7.43810016E-13  -2.55374784E-11   2.62812896E-11  -1.95869970E-11   6.14882936E-11   3.61243729E-10  -3.14684806E-11   7.84816309E-11  -7.50693882E-11   4.66340126E-11  -6.82449019E-12  -1.80090706E-10   7.01660813E-11  -2.20663640E-10   4.11574871E-11  -1.26447713E-10  -4.56203478E-11   2.29093480E-10   3.98095272E-11  -3.40087070E-10  -5.49750592E-11  -2.00943318E-10  -1.89569176E-11  -5.87664431E-11
   3.61628594E-09  -1.84825399E-08   2.07919504E-09  -1.06656914E-08   7.43629641E-07  -0.00000000      -7.73864084E-09   3.72834172E-08  -4.45485648E-09   2.15304414E-08  -7.06234744E-07  -7.42396864E-08   5.65493963E-09  -1.53435611E-08   3.25987148E-09  -8.86571971E-09   4.42658710E-08   4.44550480E-10   6.41502018E-10   2.50591494E-08   3.96578714E-10   1.36717286E-08  -7.73870639E-08  -2.64335265E-09   3.68384323E-09   2.83168489E-09   2.09977569E-09   1.64010117E-09  -2.42469689E-08   5.59593094E-10  -1.80128623E-09  -1.12641996E-09  -1.06917009E-09  -6.46430909E-10   1.62214331E-08  -1.97690309E-08   7.42322426E-10   2.71540257E-09   4.47773651E-10   1.53943891E-09  -2.67174105E-08   1.10215286E-08  -7.18846260E-10   1.37968437E-09  -4.43970999E-10   2.92694813E-10   3.18650599E-08   1.45968265E-10   5.85130555E-11   3.91739939E-11   2.57854155E-11   1.21488973E-11  -1.69923400E-08  -4.34632969E-10  -1.77815873E-10  -3.30987793E-10  -8.72018152E-11  -1.74024503E-10   2.59652886E-08  -5.59570301E-09  -2.50416042E-11  -4.80997152E-11   1.23968336E-11  -3.37193884E-11  -1.57841438E-08   3.04986925E-09  -4.05678026E-11   4.09469368E-11  -3.22267595E-11  -6.82448958E-11   2.26720935E-08   9.15619081E-10  -7.88438620E-11   2.20663644E-11  -4.56203478E-11   1.26447706E-11  -3.83520614E-07  -6.03589427E-08  -8.87183729E-11   5.81598214E-10  -5.11836788E-11   3.35916572E-10   5.51806295E-07   8.65053380E-08
  -4.39798633E-08   3.86381283E-09   9.61468460E-10   5.02449915E-10  -7.73864084E-09  -3.72834172E-08   1.77713034E-07  -0.00000000       4.55147520E-09  -1.24314248E-11   2.10626117E-09   1.34951774E-08  -1.14468392E-07  -2.39960567E-08  -1.64109282E-09   5.34253974E-09   3.36127748E-09   5.50178925E-08  -7.25086906E-08   1.74506010E-08   4.84538809E-09   2.35509354E-08   1.58161342E-08   7.88270285E-08  -2.75762613E-08   1.24625368E-08   5.93312510E-10   1.17519505E-08  -8.49183113E-10  -2.97697578E-09  -6.01844219E-09   2.03976419E-10   1.16926269E-09  -6.07758788E-10   3.47442386E-09   5.67532155E-09  -4.56029925E-09   9.51580925E-10   1.19753416E-10   2.44812681E-09  -1.70580439E-09  -3.51078344E-09  -6.02071670E-10  -1.85398655E-10   4.07573725E-10  -5.32310196E-10   1.39143763E-09   8.02522138E-09  -6.85544899E-10   3.12648157E-10   7.43810048E-12   6.07196959E-10  -4.31409825E-10  -2.56614463E-09   3.03310675E-12  -1.31560998E-10   8.49269891E-11  -2.22933352E-10   9.05382380E-10   2.15161000E-09  -2.72730345E-11   1.72811862E-10   4.90914635E-11   1.48514062E-10  -2.13473475E-10  -3.88268834E-10  -2.57814083E-11  -2.26724722E-10   3.03310675E-12  -1.15637194E-10   9.55428583E-11   1.27390473E-10  -6.69429009E-12   1.77026796E-10   2.55374784E-11   3.01986880E-10  -5.80171848E-11  -4.63393657E-10   5.99038597E-11   6.78657616E-11   4.51174618E-11   7.12780113E-11   5.87664431E-11   1.30802716E-10
   9.60052260E-10   5.02449915E-10  -4.50911415E-08   3.27985061E-09  -4.45485648E-09  -2.15304414E-08   4.55147520E-09   1.24314248E-11   1.72346930E-07   0.00000000       1.18665033E-09   7.78663622E-09  -1.64084490E-09   5.33460565E-09  -1.12429120E-07  -3.01890175E-08   1.93787320E-09   3.17636655E-08   4.84955853E-09   2.35592772E-08  -7.80073321E-08  -9.76925740E-09   9.13344245E-09   4.55113884E-08   5.95048066E-10   1.17517027E-08  -2.82749468E-08  -1.10356624E-09  -4.83476537E-10  -1.71621761E-09   1.17798282E-09  -5.96384608E-10  -6.14848661E-09   4.78245132E-09   3.73944165E-09   8.57952109E-09   1.27687388E-10   2.45581266E-09  -4.72418549E-09  -1.87787230E-09  -9.87035897E-10  -2.02713024E-09   4.09469431E-10  -5.25106569E-10  -1.07334064E-09   4.64444455E-10   7.96948785E-10   4.63003724E-09   7.43810048E-12   6.21577234E-10  -6.92983004E-10  -4.04136807E-10  -2.43969678E-10  -1.48315715E-09   7.46902540E-11  -2.40752862E-10   5.23210884E-11   5.44442658E-10   2.55160115E-10   3.78380050E-10   4.93394006E-11   1.52728996E-10  -8.72737160E-11  -9.91746702E-12  -1.18761667E-10  -2.22895091E-10   1.89569172E-12  -1.20945129E-10  -2.80562379E-11  -8.56852644E-11   6.06621350E-11   7.88607790E-11   2.55374784E-11   3.01986880E-10  -3.61987558E-11   1.33885802E-11  -3.34714513E-11  -1.69340750E-10   4.51174618E-11   7.12780113E-11   7.58276688E-12  -1.44072566E-11   3.41224479E-11   7.54485363E-11
  -1.53954538E-08  -6.14027442E-08  -8.90624996E-09  -3.54481315E-08  -7.06234744E-07   7.42396864E-08   2.07714956E-09  -1.34951774E-08   1.20270105E-09  -7.78663622E-09   2.78430684E-06  -0.00000000      -3.27549143E-09   1.36764360E-08  -1.87192195E-09   7.87744447E-09  -2.97765996E-06   1.43123922E-08   6.43928555E-09   1.68451173E-08   3.70569797E-09   9.70594183E-09  -4.38289987E-07   5.41091083E-08   1.87440130E-09   7.43884421E-09   1.03017694E-09   4.30591651E-09   3.24325988E-09  -5.17543031E-09  -1.05059239E-09  -3.58285734E-09  -8.88700225E-10  -3.01377057E-09   3.77166831E-09   5.34585050E-11   8.48191350E-10   2.48655696E-09   5.22898447E-10   1.42737144E-09   9.35638589E-09  -2.91598323E-09   4.28426322E-11  -8.71259953E-10   5.72498854E-11  -5.03116548E-10  -1.19420989E-08   1.25494795E-10   1.25208025E-10   1.56943916E-10   7.48768755E-11   8.72737160E-11   8.40108694E-09  -7.27694127E-10  -8.49269891E-11  -1.31940139E-10  -1.63029486E-11  -1.17532884E-11  -1.64580172E-08   4.69790296E-09   1.11571507E-11  -2.57854155E-11   4.21492355E-12  -3.14879581E-11   1.33062654E-08  -3.09871262E-09  -2.65396836E-11  -8.26521560E-11  -3.45015891E-11  -6.17995516E-11  -2.10759197E-08   3.17717919E-09  -2.13225548E-11   1.68596942E-10  -1.21488973E-11  -2.00828711E-11   3.60853505E-07  -2.85546200E-08   5.87664431E-11   5.61124758E-11   3.41224479E-11   3.22267595E-11  -5.19193520E-07   4.08908285E-08
  -5.56050068E-08   2.42819258E-08   2.32539810E-09   1.13408714E-08   5.65493963E-09   1.53435611E-08  -1.14468392E-07   2.39960567E-08  -1.64084490E-09  -5.33460565E-09  -3.27549143E-09  -1.36764360E-08   1.51304030E-05  -0.00000000       1.16978555E-07  -4.68779876E-12  -4.08549461E-08  -4.07351365E-07  -2.15677319E-05   2.87475837E-06   1.05341130E-07   1.12066698E-06   2.54106993E-07   1.54911629E-06  -3.26628651E-07   7.42012176E-08   3.37482469E-08   3.95533064E-08   8.01226889E-08   4.71258573E-07   7.04737388E-08   1.32270053E-08  -1.42927155E-08   6.03542603E-08  -1.00277205E-07  -3.66062835E-07   2.05411546E-08   4.96672303E-09   7.66181696E-09   4.51552262E-09   3.68304747E-08   1.40111283E-07  -2.18853113E-08  -1.72407457E-08  -9.68638236E-09  -8.48447002E-09  -5.33751621E-09  -1.41550217E-07  -1.64072957E-11   2.85408830E-09   8.57085958E-10   2.53648991E-09   9.99673122E-10   4.42805579E-08  -5.10155473E-09  -2.52927190E-09  -1.50537682E-09   2.16965423E-09  -4.50119586E-09  -2.60101629E-08  -4.42997000E-10  -9.04354536E-10  -9.57092322E-11  -5.65661074E-10   1.84816473E-09   9.86312898E-09  -8.14217638E-10  -1.20430133E-09  -4.65352590E-10  -6.78016920E-10  -5.28673993E-10  -2.90322655E-09  -1.90637145E-10  -7.73877518E-10  -1.32039671E-10  -9.25449606E-10   3.52756879E-10   2.61344790E-09  -2.28196004E-10  -1.89366828E-10  -1.24253316E-10   1.26642807E-10  -4.67742067E-10  -1.18638022E-09
   2.32961295E-09   1.13525251E-08  -5.83357824E-08   1.11997958E-08   3.25987148E-09   8.86571971E-09  -1.64109282E-09  -5.34253974E-09  -1.12429120E-07   3.01890175E-08  -1.87192195E-09  -7.87744447E-09   1.16978555E-07   4.68779876E-12   1.49951766E-05   0.00000000      -2.35866597E-08  -2.35181005E-07   1.05341719E-07   1.12067050E-06  -2.16893950E-05   1.58070645E-06   1.46736596E-07   8.94386119E-07   3.37482469E-08   3.95536972E-08  -3.65599476E-07   2.85272090E-08   4.62615439E-08   2.72077500E-07  -1.42939101E-08   6.03506720E-08   1.06370393E-07   3.24372840E-09  -6.54761223E-08  -2.34678069E-07   7.66298935E-09   4.52020998E-09   1.16944952E-08  -2.46109466E-10   2.12579963E-08   8.08899259E-08  -9.68697922E-09  -8.46834158E-09  -1.06995239E-08  -7.44205630E-09  -3.09080117E-09  -8.17252328E-08   8.56304583E-10   2.54195909E-09  -1.00475162E-09  -7.81299817E-11   5.71130199E-10   2.55680366E-08  -1.50537682E-09   2.16845941E-09  -5.96774352E-10   3.48327456E-09  -4.54838833E-09  -2.09665529E-08  -9.45372808E-11  -5.66051706E-10  -3.35177636E-10  -2.49625293E-10   1.05905196E-09   5.69372283E-09  -4.65949945E-10  -6.79808987E-10  -2.77180473E-10  -4.19952295E-10  -3.18399113E-10  -1.67980918E-09  -1.32039671E-10  -8.23490054E-10  -3.82836922E-11  -1.48446977E-10   2.03528597E-10   8.60992388E-10  -1.24253316E-10   1.26642807E-10  -8.48267845E-11   1.80406245E-10  -2.70012013E-10  -1.66427760E-09
   1.14593854E-08   2.13929674E-08   6.61321486E-09   1.23492301E-08   4.42658710E-08  -4.44550480E-10   3.36127748E-09  -5.50178925E-08   1.93787320E-09  -3.17636655E-08  -2.97765996E-06  -1.43123922E-08  -4.09709742E-08   4.07351365E-07  -2.36233806E-08   2.35181005E-07   1.70774711E-05  -0.00000000       6.75860363E-08   1.38897875E-07   3.90280874E-08   8.01965498E-08  -1.53340534E-05   1.80239999E-06   4.56751756E-08   4.03606180E-07   2.63770712E-08   2.33020728E-07  -1.88358615E-06   1.21100300E-07  -2.79826828E-08  -1.67317850E-07  -1.81051423E-08  -1.02565735E-07  -6.60795308E-07   1.25374584E-07   1.09370255E-08   5.41179048E-08   6.29610453E-09   3.12543378E-08   5.26560946E-08  -2.99858982E-08  -1.40621303E-09  -6.17102884E-08  -8.03464961E-10  -3.56242609E-08  -1.18744950E-07   4.23291624E-08   8.87556584E-10   1.13296288E-08   5.21908294E-10   6.54182353E-09   3.52440459E-08  -1.26297115E-08  -2.74790990E-09  -1.45203138E-08  -2.30466024E-09  -1.05483897E-08  -2.13703757E-08   1.07526910E-09   5.02766440E-10  -2.81267943E-11   2.85174440E-10  -1.71885960E-11  -3.14027844E-08   8.92674112E-09  -5.73476877E-10  -3.99343003E-09  -3.36917633E-10  -2.30227060E-09   6.18046698E-08  -1.18148176E-08   9.76624753E-11  -1.20749888E-09   5.66442379E-11   3.06660169E-10  -5.49081506E-07   2.27428565E-08  -1.70250938E-10  -4.86857943E-10  -9.79689663E-11  -5.73476877E-10   7.89757678E-07  -3.12974997E-08
  -9.83674386E-09  -1.81607263E-09   8.63677130E-10  -9.12965092E-10   6.41502018E-10  -2.50591494E-08  -7.25086906E-08  -1.74506010E-08   4.84955853E-09  -2.35592772E-08   6.43928555E-09  -1.68451173E-08  -2.15677319E-05  -2.87475837E-06   1.05341719E-07  -1.12067050E-06   6.75860363E-08  -1.38897875E-07   3.88955377E-05   0.00000000       2.70134962E-07   2.74045587E-12  -2.86724777E-08  -1.19800677E-06  -2.45869705E-06  -8.98566554E-09  -5.31875877E-08  -7.46631059E-08  -5.50896173E-09  -3.83024599E-07  -3.22708786E-07   1.37958210E-07   6.03073858E-08   1.56013243E-07   1.32132911E-07   9.19222941E-07  -2.98939739E-07   2.27963017E-08  -1.15573506E-08   2.22222276E-08  -3.20489946E-08  -2.23672700E-07  -4.23519175E-08  -2.85738211E-09   2.10083346E-08  -2.42804399E-09  -1.42823424E-08   3.04304791E-07  -4.18697823E-08   1.59707323E-08  -5.14814946E-09   2.63739608E-08   5.34408739E-09  -8.82658568E-08   1.16789094E-08  -3.33513483E-09   4.56559990E-09  -2.69660871E-09   1.75690626E-08   1.00956569E-07  -5.22700272E-10   8.17144752E-09   4.27718166E-10   4.59797000E-09  -5.94504357E-09  -3.50967824E-08   1.82971116E-09  -1.91283833E-09   1.70182324E-09  -3.09397485E-09   3.09397485E-09   1.66290874E-08  -1.32616515E-10   1.10454035E-09   2.64635674E-10   6.83393231E-10  -9.78494841E-10  -1.84767079E-09   5.23427079E-10  -2.32847408E-09   3.87317789E-10  -1.33094813E-09   1.17108823E-09  -7.52711948E-10
